reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
c5efba2a-08d5-464e-9732-d0de4784a444,Pengguna Google,baik,5,0,374.0.0.43.67,2025-04-06 02:04:14,374.0.0.43.67
599003ca-3172-435f-9ea6-2b4de9522dfe,Pengguna Google,goooodddd apk,5,0,374.0.0.43.67,2025-04-06 02:01:00,374.0.0.43.67
28b33a56-def8-4780-a124-31bb9f315d79,Pengguna Google,"Akun saya tiba-tiba ditangguhkan permanen tanpa sebab, tolong dislesaikann!!",1,1,374.0.0.43.67,2025-04-06 01:57:45,374.0.0.43.67
7cc93bb8-b795-48d4-8086-fe4e82a95468,Pengguna Google,mengasikan,5,0,333.0.0.42.91,2025-04-06 01:55:24,333.0.0.42.91
46f69fb0-1d09-4328-9bfa-d5eaa13b3c83,Pengguna Google,bagus,5,0,,2025-04-06 01:52:35,
40df6883-694c-4eda-983e-bd3910c389df,Pengguna Google,Buat akun tidak bisa,5,0,278.0.0.22.117,2025-04-06 01:51:29,278.0.0.22.117
b2f4c3ca-4c16-45d7-a8a8-051e1c75fa53,Pengguna Google,mohon pihak meta banyak kali bug yang ada di apk ini... mohon di perbaiki yaaa.. !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!??!!!!!!!!!!!!??!!!??!!!???!???!!!!!!!!!!!!!????!!!!!!!!!!!??????????!!!!!!!!??!!???!!?!!!!!!!!!!!!!????????????!!!!!!!!!!!!!!!!!!!!!!!!!?????????!!!!???????????!!!!!!!!!???????????!!!!!!!!!!?????????!!!!!!?!!!!!????!!!!!!!!!!!!!!!!!?????????????????????????????????????????????????????????? Gapain liat ke bawah,1,31,374.0.0.43.67,2025-04-06 01:48:19,374.0.0.43.67
a70341af-a681-443c-8499-0884b0af1b14,Pengguna Google,sangat membantu jangkauan interaksi,3,0,373.0.0.46.67,2025-04-06 01:39:50,373.0.0.46.67
5851c871-2de0-48d3-ba79-e43949e7e355,Pengguna Google,baguss bgtt6,5,0,,2025-04-06 01:35:54,
32d6dd9c-2ae0-4439-beda-3f38045af882,Pengguna Google,bagus banget,5,0,374.0.0.43.67,2025-04-06 01:29:52,374.0.0.43.67
36862665-3772-4517-9126-25f283db582c,Pengguna Google,draft suka tbtb hilang semua sebelum 7 hari,1,0,374.0.0.43.67,2025-04-06 01:20:01,374.0.0.43.67
f0614fbe-6116-46cd-830e-4777483e40fc,Pengguna Google,sukaaaaaaaaaaa tapiiiii aga gimanaa merenn tenyahooo ah wk,5,0,,2025-04-06 01:15:59,
b6e39928-8ab0-475e-a20e-33c1761219e0,Pengguna Google,tidak bisa nge love reels orang,2,0,374.0.0.43.67,2025-04-06 01:14:44,374.0.0.43.67
97b30956-7bb2-41a3-a263-d99a4e762c10,Pengguna Google,"setelah di update Ig sekarang malah ga ada fitur kasih emot untuk reels yg kita sukai. padahal udah seneng gak perlu di repost ke story tinggal di kasih emot aja kalau reels nya emng kita suka, malah sekarang ada fitur bagikan ke story wa untuk apa bukan wa pertemanan nya kaya Ig yang banyak, tolong kembalikan lagi fiturnya, untuk aku sendiri atau mungkin banyak orang mungkin fitur itu membantu kita yang mls ngerepost ke story. terimakasih",2,7,374.0.0.43.67,2025-04-06 01:13:39,374.0.0.43.67
863808b8-8cb2-4a5e-ae11-4b175ab4c8a1,Pengguna Google,"sangat suka, instagram membuat hari-hariku tidak jenuh",5,0,374.0.0.43.67,2025-04-06 01:03:00,374.0.0.43.67
960cb89b-642c-447a-89a1-dd84e9fc806d,Pengguna Google,karna bagus dan indah,4,0,,2025-04-06 01:01:30,
7ab7f3b2-45c6-4d19-bbca-1d4c6e2b21d4,Pengguna Google,gak seru,1,0,374.0.0.43.67,2025-04-06 01:00:18,374.0.0.43.67
f0c82aa1-c89f-4756-9b8f-a0a43ad16961,Pengguna Google,I like it!,5,0,374.0.0.43.67,2025-04-06 00:58:42,374.0.0.43.67
8bc5a27c-ae70-4c1f-8e98-9358a3398a25,Pengguna Google,baguss,5,0,374.0.0.43.67,2025-04-06 00:57:06,374.0.0.43.67
8f9ec2fd-0db8-4c2f-aa4a-5f60834a0ffa,Pengguna Google,Hai kk aku pengguna Instagram apk ini sangat bagus tapi masih ada sedikit yang masih ingin diper baiki Mohon di perbaiki lagi yah 🙏,5,0,373.0.0.46.67,2025-04-06 00:54:39,373.0.0.46.67
d470919b-4e8f-41e1-8b75-b0a73b33de0b,Pengguna Google,penggunaan yang sangat mudah,5,0,373.0.0.46.67,2025-04-06 00:54:02,373.0.0.46.67
b990ec32-78b4-472c-96ae-4dc11748accf,Pengguna Google,"pokoknya Instagram berguna bngt buat aku, tpi knp ya aku kn punya 1 akun yang g bisa buat nge-follow atau follback orang lain",4,0,362.0.0.33.241,2025-04-06 00:53:47,362.0.0.33.241
146255ce-1577-496c-849e-f2151eac9613,Pengguna Google,ok,5,0,374.0.0.43.67,2025-04-06 00:51:10,374.0.0.43.67
c2d09d3a-dcec-49f7-820a-db5a4d81a23f,Pengguna Google,akun hilang,1,0,373.0.0.46.67,2025-04-06 00:46:39,373.0.0.46.67
8f240f4d-801e-49d6-9852-37f8775a1bfc,Pengguna Google,kokk di hp gua gak bisa buat akun 🗿,1,0,,2025-04-06 00:41:45,
bc84b7e8-9dbb-47b7-be8c-a76b2943e1b2,Pengguna Google,Jujur bagus bngett semua efek² nya dan juga bisa lebih move on☺️,5,0,,2025-04-06 00:35:09,
be91cf37-0e08-4529-aaad-d3e7cec99829,Pengguna Google,emang bagus banget aplikasinya bisa potopoto sesuka hati dan memilih efek sesuka hati kita sendiri,5,0,,2025-04-06 00:29:57,
d94d7f4c-246b-4684-9162-fb64489e9411,Pengguna Google,menyenangkan,5,0,374.0.0.43.67,2025-04-06 00:28:48,374.0.0.43.67
85093cf7-fb93-4733-b2bd-f545a7f55be6,Pengguna Google,terlalu banyak bug tolong diperbaiki,1,0,374.0.0.43.67,2025-04-06 00:23:11,374.0.0.43.67
11056d3a-5b25-46d6-91e1-922e7e0c8278,Pengguna Google,good 👍,4,0,374.0.0.43.67,2025-04-06 00:16:31,374.0.0.43.67
f4c0c792-e777-493a-b931-603a00078da0,Pengguna Google,banyak efek yang hilang,1,0,374.0.0.43.67,2025-04-06 00:16:16,374.0.0.43.67
38211b7d-f95d-4c21-b222-1c9d0eaf9194,Pengguna Google,keren bisa jadi sarana silaturahmi,5,0,374.0.0.43.67,2025-04-06 00:15:56,374.0.0.43.67
b94bc05a-e614-4866-b52d-132368d944b8,Pengguna Google,Bagus👍🙏,5,0,367.0.0.43.89,2025-04-06 00:08:26,367.0.0.43.89
4e0aff23-4667-4552-89b2-590c700d232e,Pengguna Google,saya mengukai,5,0,374.0.0.43.67,2025-04-06 00:04:53,374.0.0.43.67
54b7b9de-ef09-48b1-aeee-19409c28fd50,Pengguna Google,full good,5,0,,2025-04-06 00:00:13,
2968bacb-73b8-4a3a-b883-a9c406dba7e8,Pengguna Google,"kenapa akun Ig saya gak bisa masuk? padahal itu udah akun lama, kan jadi malas buat akun baru lagi",4,0,374.0.0.43.67,2025-04-05 23:52:55,374.0.0.43.67
1dd2860c-2ec5-4b5d-9dcf-647f8c5c3372,Pengguna Google,"tolong donk Instagram supaya bisa melaporkan orangnorang yg promosiin judol.. di daftar pelaporan , fak ada keterangan yang sesuai untuk judi online. gimna mau melapor",3,0,374.0.0.43.67,2025-04-05 23:50:36,374.0.0.43.67
0f58a688-24b6-499c-8f86-620641e55d3d,Pengguna Google,𝘣𝘢𝘨𝘶𝘴 👍,3,0,372.0.0.48.60,2025-04-05 23:46:49,372.0.0.48.60
e61183f3-c4cc-449d-baf8-15676471bb1f,Pengguna Google,lancar,4,0,374.0.0.43.67,2025-04-05 23:44:00,374.0.0.43.67
573cc3a9-5c3d-4751-a8a8-d2c0457a05d0,Pengguna Google,Bagus,5,0,,2025-04-05 23:41:16,
60a46611-2464-4650-8ba0-e1c8a60637f7,Pengguna Google,"aplikasi ga jelas, akun dinonaktifkan secara sepihak, tidak ada pengajuan banding nya, aplikasi aneh",1,0,374.0.0.43.67,2025-04-05 23:29:11,374.0.0.43.67
6f4f30be-4c6c-42e0-b4e5-69f3f4c25fc0,Pengguna Google,saya memakai sosial media untuk berinter aksi,5,0,371.0.0.36.89,2025-04-05 23:22:32,371.0.0.36.89
c92d2354-8052-4d9b-8b75-53ee54db2d48,Pengguna Google,keren🤩🤩,5,0,328.0.0.42.90,2025-04-05 23:04:20,328.0.0.42.90
447ab8a9-9532-4faf-b6ee-518825ba517c,Pengguna Google,jelek.. akun saya di tangguhkan.. kenapa cookk ?? padahal gk ada kesalahan,1,0,,2025-04-05 22:52:37,
5f2a0d7d-aaa9-46ae-85cf-69255e158876,Pengguna Google,"aku senang sekali karna instagram sangat bagus mau trend bisa mau joget bisa mau filter bisa semuanya bisa tapi instagram ngga ada lagi musik efeknya viralkan lagi dong ok, semoga bisa amin yarabbanal alamin",5,0,,2025-04-05 22:50:14,
1ea9a5e8-bf0b-44d8-80c3-3b41b1248b5f,Pengguna Google,Semua oke hanya kurang dari segi grafik kiriman foto.,4,0,373.0.0.46.67,2025-04-05 22:46:13,373.0.0.46.67
b6b6821c-486f-4207-993d-0c3090ddbee5,Pengguna Google,"Jaringan bagus, upload story lemot",1,2,371.0.0.36.89,2025-04-05 22:44:07,371.0.0.36.89
8233885a-c78e-4f60-825c-f675c47c5977,Pengguna Google,the best pokok nya ❤️,5,0,339.0.0.30.105,2025-04-05 22:33:46,339.0.0.30.105
9620171b-6d2b-4725-904e-c784dea410a1,Pengguna Google,Hi Meta! Please make Instagram features the same. I can't post 20 photos at once. Please fix it soon.,1,0,317.0.0.34.109,2025-04-05 22:32:58,317.0.0.34.109
49ea089f-8de7-43ed-b6ee-55dae42d8749,Pengguna Google,good,5,0,,2025-04-05 22:02:56,
7a0a6d34-d837-4c4a-aac4-1acf90b77cda,Pengguna Google,"Sekarang asyik nermain di instagram, banyak pilihan dari fitur yang menyenangkan.",5,0,374.0.0.43.67,2025-04-05 21:57:31,374.0.0.43.67
a8456391-2a86-45d8-951c-8fb5483d4038,Pengguna Google,Giman y cara buat vidio ny,3,0,318.0.0.30.110,2025-04-05 21:35:23,318.0.0.30.110
15390363-4265-4460-875a-82ff8ba3a9d3,Pengguna Google,gooo,5,0,374.0.0.43.67,2025-04-05 21:29:39,374.0.0.43.67
e17ba633-62cb-4059-b2ea-b933cb414bf7,Pengguna Google,sangat bagus dan profesional,5,0,374.0.0.43.67,2025-04-05 21:11:17,374.0.0.43.67
39ca47a8-2504-4110-b9f1-cb35d7808ae6,Pengguna Google,"assalamualaikum menurut ku,instagram itu bagus tapi satu yang aku tidak suka",5,0,,2025-04-05 20:54:21,
15672e6d-8c1a-42a4-bf7f-cdca57f618ce,Pengguna Google,apk yg sangat berguna,5,0,,2025-04-05 20:54:11,
1d64ce6d-2e19-4fa6-af03-5b4b2eb5e367,Pengguna Google,"mohon kepada pihak Instagram, tolong benarkan permasalahan ini, jika seseorang sudah keluar dari aplikasi Instagram, tolong status keterangan online orangnya langsung di hilangin, masa saya sudah keluar dari aplikasi Instagram tapi keterangan online ( titik hijau ) masih menyala, nunggu 5 jam dulu baru mati, tolong yaaa pihak Instagram, hal sekecil ini berpengaruh pada kita yaa, supaya pasangan kita tidak ovt, kita benar"" tidak online, tetapi di Instagram status kita masih online. ok thanks 🙏🏻",3,0,,2025-04-05 20:52:41,
065c90da-059d-44c2-952a-d215027daeb8,Pengguna Google,aplikasi tolol,1,0,318.0.0.30.110,2025-04-05 20:48:56,318.0.0.30.110
3d8ebbd4-a333-488d-a3d9-850e4eb40da8,Pengguna Google,Masi jadi yg terbaik walaupun flower ga naik2,5,0,374.0.0.43.67,2025-04-05 20:47:13,374.0.0.43.67
1d81b8be-4ff0-4856-8b90-e1aa387f3bb8,Pengguna Google,keren,5,0,374.0.0.43.67,2025-04-05 20:43:41,374.0.0.43.67
a5d1af44-7bdf-4d1b-ba32-9657e4c356d4,Pengguna Google,kembalikan fitur catatan,1,1,374.0.0.43.67,2025-04-05 20:25:32,374.0.0.43.67
102e4835-6d4a-43f9-808c-dcb044375f9b,Pengguna Google,"apk bagus, untuk update berikutnya tambahin fitur live hot2 ya",1,0,,2025-04-05 20:14:11,
d6774c89-74d9-4a25-acb5-0c6a773fd0eb,Pengguna Google,"semua bisa jadi,asal tebal cuan . bagus sih.. aplikasi nya.... bisa bertemu dengan orang yang sudah lama pergi,eh tuba tiba nongol,di Ig😔☺️🙂😀",5,0,372.0.0.48.60,2025-04-05 20:03:52,372.0.0.48.60
68c27996-bbc4-4ded-b7e6-daea06d49c8a,Pengguna Google,Ketemu orang,4,0,,2025-04-05 20:03:15,
86073338-c533-452a-93ff-ea8f7a4b365a,Pengguna Google,siip,5,0,374.0.0.43.67,2025-04-05 19:36:56,374.0.0.43.67
ac66365e-46d3-4a9f-ad93-b4ddfcdbb156,Pengguna Google,salah gue apa min? kok akun gue di blokir semua? bahkan buat baru juga beda nomer beda email tetep di blokir?,5,0,374.0.0.43.67,2025-04-05 19:36:42,374.0.0.43.67
1db22302-5380-4ced-baf1-5f23f5a9a7c3,Pengguna Google,bagusssssssssss banget gak bosen lagi,5,0,374.0.0.43.67,2025-04-05 19:28:25,374.0.0.43.67
a0c9ba45-d0a6-4498-9aa9-08bea1a9f215,Pengguna Google,"sangat bagus dan baik, aku harap kedepannya bsa lebih baik lgi",5,0,374.0.0.43.67,2025-04-05 19:25:23,374.0.0.43.67
2fb32bc3-9b22-40d0-be2a-04c0c3a619c9,Pengguna Google,Kecewa karena fitur notes pada postingan dihapus dan juga ada beberapa error seperti saat memilih musik untuk ig story di akun pertama tidak muncul opsi musik yang tersimpan sedangkan pada akun kedua tesedia.,1,353,374.0.0.43.67,2025-04-05 19:22:47,374.0.0.43.67
6cbc4196-fd1a-4f9c-a7f3-26e0c090a3df,Pengguna Google,saran aku sih adain fitur ganti lagu sama thumbnail buat postingan,5,0,374.0.0.43.67,2025-04-05 19:15:46,374.0.0.43.67
789ad91d-0535-409e-b1ee-28cdfe7c610a,Pengguna Google,apk yg mantap,5,0,374.0.0.43.67,2025-04-05 18:49:49,374.0.0.43.67
5db2a5cc-ee28-4d0f-af16-e0290b50cd76,Pengguna Google,aplikasinya jelek bgttt,1,0,,2025-04-05 18:49:08,
c4396e2f-a2c4-46c5-918f-73f2447ec273,Pengguna Google,menantikan fitur Edit video di aplikasi Instagramnya penasaran 👍👍,5,0,372.0.0.48.60,2025-04-05 18:40:48,372.0.0.48.60
e6e7185a-c575-402b-9429-4047ae0f47e7,Pengguna Google,mantab,5,0,,2025-04-05 18:26:47,
d5b9c5a2-a622-45cd-b9ad-0609fb73e908,Pengguna Google,"ini maksudnya apa ya? Akun saya lupa sandi tidak bisa diproses malah muncul tulisan ""maaf, ada masalah"" maksdunya apaan? Mau bikin baru juga dipersulit, payah pegangan instagram sekarang kerjanya ga becus woiiii",1,0,,2025-04-05 18:18:57,
4b89970c-cef2-453a-8fb0-2514925b6a0d,Pengguna Google,"This Instagram is really fun, everything is here haha",5,0,,2025-04-05 18:18:34,
4ccce006-5c80-472b-8c5d-a5b2a2165b97,Pengguna Google,TELAT UPDATE META GA DI UPDATE ANJENG,3,0,374.0.0.43.67,2025-04-05 18:10:57,374.0.0.43.67
29314228-f418-427d-b24f-11df831d12a0,Pengguna Google,sangat seang,5,0,374.0.0.43.67,2025-04-05 18:06:55,374.0.0.43.67
6c3e043c-dd91-4f20-b030-6dffb7ef194a,Pengguna Google,bgus,5,0,,2025-04-05 18:05:42,
ae066fa5-41b8-47d0-a77a-f0d5fd7c8108,Pengguna Google,Terkadang ada bug ketika kita keluar dari aplikasi atau melihat postingan lain yaitu lagunya yg masih terdengar,3,0,309.0.0.40.113,2025-04-05 18:05:36,309.0.0.40.113
722bec58-d558-405f-83b1-6fd37738b51a,Pengguna Google,efek Instagram kuh hilang,5,0,373.0.0.46.67,2025-04-05 18:03:56,373.0.0.46.67
bad5785e-eca1-47b4-8c8f-610d3e6d5a65,Pengguna Google,"aduhh kok di ilangin sihh notes reelsnya, padahal itu seru loh buat kode²an atau apalah gitu, mohon untuk di adain lagi fiturnya",3,0,374.0.0.43.67,2025-04-05 18:00:05,374.0.0.43.67
ba228f25-b2ce-46dd-bae6-286403599aa5,Pengguna Google,fantasi,4,0,374.0.0.43.67,2025-04-05 17:50:32,374.0.0.43.67
ee12c8d1-4bcb-41a0-a84e-a2a929bc130b,Pengguna Google,terbaik,5,0,372.0.0.48.60,2025-04-05 17:49:59,372.0.0.48.60
8c4e20f1-94aa-44f3-96a8-af530fc5ac75,Pengguna Google,heh menurut gua ini aplikasi baik baik aja kok terus bagus yang ngerating bintang 1 berarti itu hp Lo yang kentang huuu,5,0,365.0.0.40.94,2025-04-05 17:46:14,365.0.0.40.94
7dac929c-960f-4fa8-ba8c-84dfb34d9e1a,Pengguna Google,aplikasi paling keren,5,0,,2025-04-05 17:44:02,
d92612c6-da18-4083-b6d5-ba79a8e62ecc,Pengguna Google,sangat baguss,5,0,374.0.0.43.67,2025-04-05 17:41:10,374.0.0.43.67
1e3cf7a3-e17a-4d67-af4c-a69206c90e3f,Pengguna Google,"semoga aku beruntung seperti orang orang lain,dapat follow and like yg banyak sebanyak-banyaknya",4,0,372.0.0.48.60,2025-04-05 17:38:22,372.0.0.48.60
c8afd3d0-c1af-4b5b-b068-4ecb6aaf0dec,Pengguna Google,topp bgt,5,0,374.0.0.43.67,2025-04-05 17:33:31,374.0.0.43.67
8dc6d95f-eb9c-495c-b891-700f02b51e38,Pengguna Google,coba dulu,3,0,372.0.0.48.60,2025-04-05 17:32:29,372.0.0.48.60
e9eb7145-a957-4ca4-8af2-26be12801cb5,Pengguna Google,sangat cocok buat kita semua,5,0,,2025-04-05 17:32:07,
7f8ba122-378c-4610-b5ea-9d0281cbe433,Pengguna Google,catatan nya kenapa di ilangin? gaseru klo gada catatan nya,4,0,374.0.0.43.67,2025-04-05 17:29:05,374.0.0.43.67
f58c3bea-40a9-4d24-a0b0-7264c4dfa403,Pengguna Google,Bagus banget saran sering muncul reels yang aku follow saja bukan yang tidak aku follow,4,0,374.0.0.43.67,2025-04-05 17:25:52,374.0.0.43.67
6f1f96a2-235d-4ba3-a7d0-564179de4ecb,Pengguna Google,tolong kembalikan fitur note 😭,4,3,372.0.0.48.60,2025-04-05 17:20:02,372.0.0.48.60
0e273c8e-2b27-4dcd-a32f-acaec3c3e5f7,Pengguna Google,"bagusss bangett, tapi kenapaa ya di aku kalau mauu bikin storyy trus pasang laguu pake lirik, liriknya ga jalan? ngebug gituu di satu kalimat😓",4,0,372.0.0.48.60,2025-04-05 17:19:42,372.0.0.48.60
49c32bb6-1d6b-4e7a-93dd-15cb672e721b,Pengguna Google,Bagus👍,5,0,278.0.0.22.117,2025-04-05 17:18:18,278.0.0.22.117
6685c8a8-fba0-418a-9ce3-f954ad06b5c4,Pengguna Google,TERLALU BANYAK IKLAN TERMASUK IKLAN JUDOL,3,0,370.1.0.43.96,2025-04-05 17:05:43,370.1.0.43.96
3e2a9641-c236-4e06-85a7-163b5bb56694,Pengguna Google,fitur catatan di reels kok hilang?,1,1,,2025-04-05 17:02:47,
a524c14a-bb22-4e32-8406-868341f155b9,Pengguna Google,"baru kali ini malah nggak bisa login, padahal tadi baik-baik saja dan untuk aplikasi juga sudah diperbaharui tp kok malah nggak bisa ya. mohon untuk kerjasamanya",3,0,374.0.0.43.67,2025-04-05 17:01:41,374.0.0.43.67
f9f34b04-f92a-4397-b221-4c1b72d7ab75,Pengguna Google,good job,5,0,374.0.0.43.67,2025-04-05 16:59:43,374.0.0.43.67
5433838b-0fa0-4348-ad50-63c319dc68bf,Pengguna Google,makin ok,5,0,374.0.0.43.67,2025-04-05 16:54:33,374.0.0.43.67
34a0dd34-e52a-4466-ad26-6791264cfc1c,Pengguna Google,Makin kesini IG makin aneh. Sekarang posisi menu yang dirubah. Mana saya udah kebiasaan dengan posisi menu yang mana. Tambah lagi problem saya sebelumnya tentang timeline homepage IG saya yang telat juga ngga diurus. lama-lama pusing saya sama fitur IG.,1,1,374.0.0.43.67,2025-04-05 16:53:07,374.0.0.43.67
ca8af7f1-732c-4b62-94cd-fa56bdbe284f,Pengguna Google,suka bug,1,0,,2025-04-05 16:49:03,
ec56aa9c-57ce-4729-8af9-10b6dc3307b8,Pengguna Google,Update bagus. Tapi sejak siang ini saya tidak bisa memberikan respon catatan terhadap postingan yang muncul di beranda. Mungkin pihak pengembang dapat diperhatikan untuk diperbaiki di update berikutnya.,3,28,374.0.0.43.67,2025-04-05 16:47:47,374.0.0.43.67
3f6ce274-cbf3-4b61-b576-d862a74e4bf8,Pengguna Google,wow,5,0,,2025-04-05 16:40:09,
bd7ca498-7467-4770-b90f-02d218a3a75b,Pengguna Google,tidak bisa update,5,0,,2025-04-05 16:34:52,
e80ba467-5bd8-49b0-9436-add2d5370347,Pengguna Google,Aplikasinya bagus,5,0,374.0.0.43.67,2025-04-05 16:34:37,374.0.0.43.67
322c40c2-0250-449a-a8ad-0ecf3dbacaa5,Pengguna Google,sangat membantu saya,5,0,373.0.0.46.67,2025-04-05 16:25:06,373.0.0.46.67
549c9be2-0070-4f4c-bab4-78379d81466a,Pengguna Google,"wow makasi Instagram akun saya yang tadinya kena pembatasan mengikuti sekarang Alhamdulillah ngga, bismillah Lancar jaya, tolong jangan dibatasi lagi makasi Instagram 🥰🥰",5,0,374.0.0.43.67,2025-04-05 16:15:44,374.0.0.43.67
2bd0fee9-f4b5-49e5-9658-28e316ec348b,Pengguna Google,Apk yg sangat bagus Menghibur sekali,5,0,,2025-04-05 16:14:24,
c8d85697-eed6-483f-b3da-f75bf771b762,Pengguna Google,ok sih apk nya.. mantap lh🤘,5,0,,2025-04-05 16:10:15,
40bb0292-d498-43e7-9bf1-02660e474720,Pengguna Google,dm gua jarang di bales,4,0,,2025-04-05 16:09:57,
d95d6d39-f7e9-4edf-a276-33d07da68b2e,Pengguna Google,👍👍👍,4,0,374.0.0.43.67,2025-04-05 16:07:23,374.0.0.43.67
cb1970e7-df66-4ecd-af9f-e16ec47633c9,Pengguna Google,ketemu banyak duda,5,0,,2025-04-05 16:03:11,
f15fb104-e55e-4e05-bdaa-d5f9895f3e30,Pengguna Google,mntapppp,5,0,,2025-04-05 15:59:14,
25aae54d-bcf9-4c5b-b289-aefa925d2b9f,Pengguna Google,Coba dulu kalau bagus di tambah lagi bintang nya,4,0,198.0.0.32.120,2025-04-05 15:54:52,198.0.0.32.120
3490d7f2-47c9-4783-b731-f1adf3a89a44,Pengguna Google,butut ga bisa bikin sorotan,1,0,,2025-04-05 15:47:34,
0c546077-1555-4662-9d0c-85ea5f565e99,Pengguna Google,"please return the posting notes and reels notes, that's a very important part!!",3,1,374.0.0.43.67,2025-04-05 15:42:20,374.0.0.43.67
1ba50e4c-f6f2-4d01-984b-5559a205808f,Pengguna Google,sangat memuaskan,5,0,374.0.0.43.67,2025-04-05 15:42:11,374.0.0.43.67
01a70a15-b48a-41c5-98ec-f335a6d566e3,Pengguna Google,"cocok untuk bahan gabut dan menggalaw, tp mngpa tdk sdh tdk bisa postink ulank",4,0,372.0.0.48.60,2025-04-05 15:42:06,372.0.0.48.60
ee1dd4eb-4a5f-4c50-b659-53ee5595225e,Pengguna Google,aplikasi ini sangat membatu,5,0,,2025-04-05 15:42:00,
